CCD_KEY,BAT_CODE,BAT_DESC,ISS_CODE,ISS_DESC,Session Categoy,FQPM,MedicalMember,Specialism Count,Panel requirement code,FTA Respondent,Notes
091RA,91,VACCINE DAMAGE APPEALS TRIBUNALS,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091RC,91,VACCINE DAMAGE APPEALS TRIBUNALS,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091RC,91,VACCINE DAMAGE APPEALS TRIBUNALS,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
094AA,94,BEREAVEMENT BENEFIT,AA,INVALID,N/A,,,,,,
094CB,94,BEREAVEMENT BENEFIT,CB,CONTRIBUTION RECORDS,1,,,,84,Tribunal Judge,
094CC,94,BEREAVEMENT BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
094CE,94,BEREAVEMENT BENEFIT,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
094CP,94,BEREAVEMENT BENEFIT,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
094DD,94,BEREAVEMENT BENEFIT,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
094EC,94,BEREAVEMENT BENEFIT,EC,ECHR,1,,,,84,Tribunal Judge,
094EX,94,BEREAVEMENT BENEFIT,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
094GC,94,BEREAVEMENT BENEFIT,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
094LE,94,BEREAVEMENT BENEFIT,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
094LT,94,BEREAVEMENT BENEFIT,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
094OC,94,BEREAVEMENT BENEFIT,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
094ON,94,BEREAVEMENT BENEFIT,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
094OS,94,BEREAVEMENT BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
094OX,94,BEREAVEMENT BENEFIT,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
094RA,94,BEREAVEMENT BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
094RC,94,BEREAVEMENT BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
095CB,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,CB,CONTRIBUTION RECORDS,1,,,,84,Tribunal Judge,
095CC,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
095CE,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
095CP,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
095DD,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
095LE,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
095OS,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
095RA,95,BEREAVEMENT SUPPORT PAYMENT SCHEME,RA,RATE OF ASSESMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
096AA,96,WORKING FAMILIES TAX CREDIT,AA,INVALID,N/A,,,,,,
096CC,96,WORKING FAMILIES TAX CREDIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
096CE,96,WORKING FAMILIES TAX CREDIT,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
096CP,96,WORKING FAMILIES TAX CREDIT,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
096CR,96,WORKING FAMILIES TAX CREDIT,CR,CREDITS,1,,,,84,Tribunal Judge,
096DD,96,WORKING FAMILIES TAX CREDIT,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
096EC,96,WORKING FAMILIES TAX CREDIT,EC,ECHR,1,,,,84,Tribunal Judge,
096EX,96,WORKING FAMILIES TAX CREDIT,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
096GC,96,WORKING FAMILIES TAX CREDIT,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
096LE,96,WORKING FAMILIES TAX CREDIT,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
096OC,96,WORKING FAMILIES TAX CREDIT,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
096ON,96,WORKING FAMILIES TAX CREDIT,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
096OS,96,WORKING FAMILIES TAX CREDIT,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
096OX,96,WORKING FAMILIES TAX CREDIT,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
096RA,96,WORKING FAMILIES TAX CREDIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
096RC,96,WORKING FAMILIES TAX CREDIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
099AA,99,OTHERS (EXTINCT/RARE BENEFITS),AA,INVALID,N/A,,,,,,
099AS,99,OTHERS (EXTINCT/RARE BENEFITS),AS,ASYLUM,N/A,,,,,,
099AT,99,OTHERS (EXTINCT/RARE BENEFITS),AT,ALL WORK TEST,N/A,,,,,,
099BW,99,OTHERS (EXTINCT/RARE BENEFITS),BW,BACK TO WORK BONUS,N/A,,,,,,
099CC,99,OTHERS (EXTINCT/RARE BENEFITS),CC,CONDITIONS OF ENTITLEMENT - COMPLEX,N/A,,,,,,
099CD,99,OTHERS (EXTINCT/RARE BENEFITS),CD,CARE (DLA),N/A,,,,,,
099CE,99,OTHERS (EXTINCT/RARE BENEFITS),CE,CONDITIONS OF ENTITLEMENT,N/A,,,,,,
099CF,99,OTHERS (EXTINCT/RARE BENEFITS),CF,CARE/MOBILITY (DLA),N/A,,,,,,
099CL,99,OTHERS (EXTINCT/RARE BENEFITS),CL,CAPITAL,N/A,,,,,,
099CM,99,OTHERS (EXTINCT/RARE BENEFITS),CM,CHILD MAINTENANCE BONUS,N/A,,,,,,
099CR,99,OTHERS (EXTINCT/RARE BENEFITS),CR,CREDITS,N/A,,,,,,
099CS,99,OTHERS (EXTINCT/RARE BENEFITS),CS,"CHEST-PNEUMO', ASBESTOS ETC",N/A,,,,,,
099CT,99,OTHERS (EXTINCT/RARE BENEFITS),CT,COURT ACTION,N/A,,,,,,
099CX,99,OTHERS (EXTINCT/RARE BENEFITS),CX,CARSON-RELATED STAYED APPEALS,N/A,,,,,,
099DD,99,OTHERS (EXTINCT/RARE BENEFITS),DD,APPEAL DIRECTLY LODGED,N/A,,,,,,
099DP,99,OTHERS (EXTINCT/RARE BENEFITS),DP,DISABILITY PREMIUM/SEVERE DISABILITY PREMIUM,N/A,,,,,,
099DQ,99,OTHERS (EXTINCT/RARE BENEFITS),DQ,DISABLEMENT QUESTION,N/A,,,,,,
099DX,99,OTHERS (EXTINCT/RARE BENEFITS),DX,DEATH OF AN APPELLANT,N/A,,,,,,
099EC,99,OTHERS (EXTINCT/RARE BENEFITS),EC,ECHR,N/A,,,,,,
099EX,99,OTHERS (EXTINCT/RARE BENEFITS),EX,EX LEGISLATION,N/A,,,,,,
099GC,99,OTHERS (EXTINCT/RARE BENEFITS),GC,GOOD CAUSE,N/A,,,,,,
099HB,99,OTHERS (EXTINCT/RARE BENEFITS),HB,STAYED HB APPEALS,N/A,,,,,,
099HC,99,OTHERS (EXTINCT/RARE BENEFITS),HC,HOUSING COSTS,N/A,,,,,,
099HI,99,OTHERS (EXTINCT/RARE BENEFITS),HI,HINCHY-RELATED STAYED APPEALS,N/A,,,,,,
099HT,99,OTHERS (EXTINCT/RARE BENEFITS),HT,HABITUAL RESIDENCE TEST,N/A,,,,,,
099IA,99,OTHERS (EXTINCT/RARE BENEFITS),IA,INDUSTRIAL ACCIDENT,N/A,,,,,,
099ID,99,OTHERS (EXTINCT/RARE BENEFITS),ID,INDUSTRIAL DISEASE,N/A,,,,,,
099IQ,99,OTHERS (EXTINCT/RARE BENEFITS),IQ,INCOME QUERY,N/A,,,,,,
099JL,99,OTHERS (EXTINCT/RARE BENEFITS),JL,JOINT LIABILITY,N/A,,,,,,
099LA,99,OTHERS (EXTINCT/RARE BENEFITS),LA,LIBERTY TO APPLY,N/A,,,,,,
099LE,99,OTHERS (EXTINCT/RARE BENEFITS),LE,LATE (EXTENDING BACK),N/A,,,,,,
099LM,99,OTHERS (EXTINCT/RARE BENEFITS),LM,LABOUR MARKET ISSUES,N/A,,,,,,
099LT,99,OTHERS (EXTINCT/RARE BENEFITS),LT,LIVING TOGETHER,N/A,,,,,,
099MD,99,OTHERS (EXTINCT/RARE BENEFITS),MD,MOBILITY (DLA),N/A,,,,,,
099MG,99,OTHERS (EXTINCT/RARE BENEFITS),MG,MINIMUM INCOME GUARANTEE,N/A,,,,,,
099MI,99,OTHERS (EXTINCT/RARE BENEFITS),MI,MINIMUM INCOME GUARANTEE,N/A,,,,,,
099OC,99,OTHERS (EXTINCT/RARE BENEFITS),OC,OVERPAYMENT - CAPITAL,N/A,,,,,,
099ON,99,OTHERS (EXTINCT/RARE BENEFITS),ON,ONE PROJECT,N/A,,,,,,
099OS,99,OTHERS (EXTINCT/RARE BENEFITS),OS,OVERPAYMENT - STRAIGHTFORWARD,N/A,,,,,,
099OX,99,OTHERS (EXTINCT/RARE BENEFITS),OX,OVERPAYMENT - COMPLEX,N/A,,,,,,
099PC,99,OTHERS (EXTINCT/RARE BENEFITS),PC,PROPERTY/CAPITAL SETTLEMENT,N/A,,,,,,
099PD,99,OTHERS (EXTINCT/RARE BENEFITS),PD,STAYED PDD1,N/A,,,,,,
099PF,99,OTHERS (EXTINCT/RARE BENEFITS),PF,PERSONS FROM ABROAD,N/A,,,,,,
099PR,99,OTHERS (EXTINCT/RARE BENEFITS),PR,PREMIUMS,N/A,,,,,,
099RA,99,OTHERS (EXTINCT/RARE BENEFITS),RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,N/A,,,,,,
099RB,99,OTHERS (EXTINCT/RARE BENEFITS),RB,REDUCED BENEFIT DIRECTION,N/A,,,,,,
099RC,99,OTHERS (EXTINCT/RARE BENEFITS),RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,N/A,,,,,,
099RG,99,OTHERS (EXTINCT/RARE BENEFITS),RG,RECIPROCAL AGREEMENT,N/A,,,,,,
099SD,99,OTHERS (EXTINCT/RARE BENEFITS),SD,STAYED CASES,N/A,,,,,,
099SF,99,OTHERS (EXTINCT/RARE BENEFITS),SF,FUNERAL,N/A,,,,,,
099SM,99,OTHERS (EXTINCT/RARE BENEFITS),SM,MATERNITY,N/A,,,,,,
099SS,99,OTHERS (EXTINCT/RARE BENEFITS),SS,SELF EMPLOYED - STRAIGHTFORWARD,N/A,,,,,,
099SU,99,OTHERS (EXTINCT/RARE BENEFITS),SU,SUSPENSIONS,N/A,,,,,,
099SX,99,OTHERS (EXTINCT/RARE BENEFITS),SX,SELF EMPLOYED - COMPLEX,N/A,,,,,,
099WB,99,OTHERS (EXTINCT/RARE BENEFITS),WB,STAYED WIDOW'S BENEFIT,N/A,,,,,,
093DD,93,INFECTED BLOOD COMPENSATION,DD,APPEAL DIRECTLY LODGED,8,,,,84,Tribunal Judge,
093DD,93,INFECTED BLOOD COMPENSATION,DD,APPEAL DIRECTLY LODGED,8,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
093DD,93,INFECTED BLOOD COMPENSATION,DD,APPEAL DIRECTLY LODGED,8,,Yes,,"84, 58","Tribunal Judge, Tribunal Medical Member ",If Medical member 'Yes'
093DD,93,INFECTED BLOOD COMPENSATION,DD,APPEAL DIRECTLY LODGED,8,Yes,Yes,,"84, 50, 58","Tribunal Judge, Tribunal Member Financially Qualified, Tribunal Medical Member ",If FQPM 'Yes' and If Medical member 'Yes' 
093CE,93,INFECTED BLOOD COMPENSATION,CE,CONDITIONS OF ENTITLEMENT,8,,,,84,Tribunal Judge,
093CE,93,INFECTED BLOOD COMPENSATION,CE,CONDITIONS OF ENTITLEMENT,8,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
093CE,93,INFECTED BLOOD COMPENSATION,CE,CONDITIONS OF ENTITLEMENT,8,,Yes,,"84, 58","Tribunal Judge, Tribunal Medical Member ",If Medical member 'Yes'
093CE,93,INFECTED BLOOD COMPENSATION,CE,CONDITIONS OF ENTITLEMENT,8,Yes,Yes,,"84, 50, 58","Tribunal Judge, Tribunal Member Financially Qualified, Tribunal Medical Member ",If FQPM 'Yes' and If Medical member 'Yes' 
093RA,93,INFECTED BLOOD COMPENSATION,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,8,,,,84,Tribunal Judge,
093RA,93,INFECTED BLOOD COMPENSATION,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,8,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
093RA,93,INFECTED BLOOD COMPENSATION,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,8,,Yes,,"84, 58","Tribunal Judge, Tribunal Medical Member ",If Medical member 'Yes'
093RA,93,INFECTED BLOOD COMPENSATION,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,8,Yes,Yes,,"84, 50, 58","Tribunal Judge, Tribunal Member Financially Qualified, Tribunal Medical Member ",If FQPM 'Yes' and If Medical member 'Yes' 
093OS,93,INFECTED BLOOD COMPENSATION,OS,OVERPAYMENT - STRAIGHTFORWARD,8,,,,84,Tribunal Judge,
093OS,93,INFECTED BLOOD COMPENSATION,OS,OVERPAYMENT - STRAIGHTFORWARD,8,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
093OS,93,INFECTED BLOOD COMPENSATION,OS,OVERPAYMENT - STRAIGHTFORWARD,8,,Yes,,"84, 58","Tribunal Judge, Tribunal Medical Member ",If Medical member 'Yes'
093OS,93,INFECTED BLOOD COMPENSATION,OS,OVERPAYMENT - STRAIGHTFORWARD,8,Yes,Yes,,"84, 50, 58","Tribunal Judge, Tribunal Member Financially Qualified, Tribunal Medical Member ",If FQPM 'Yes' and If Medical member 'Yes' 
093OX,93,INFECTED BLOOD COMPENSATION,OX,OVERPAYMENT - COMPLEX,8,,,,84,Tribunal Judge,
093OX,93,INFECTED BLOOD COMPENSATION,OX,OVERPAYMENT - COMPLEX,8,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
093OX,93,INFECTED BLOOD COMPENSATION,OX,OVERPAYMENT - COMPLEX,8,,Yes,,"84, 58","Tribunal Judge, Tribunal Medical Member ",If Medical member 'Yes'
093OX,93,INFECTED BLOOD COMPENSATION,OX,OVERPAYMENT - COMPLEX,8,Yes,Yes,,"84, 50, 58","Tribunal Judge, Tribunal Member Financially Qualified, Tribunal Medical Member ",If FQPM 'Yes' and If Medical member 'Yes' 
093SP,93,INFECTED BLOOD COMPENSATION,SP,SUPPLEMENTARY PAYMENT,8,,,,84,Tribunal Judge,
093SP,93,INFECTED BLOOD COMPENSATION,SP,SUPPLEMENTARY PAYMENT,8,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
093SP,93,INFECTED BLOOD COMPENSATION,SP,SUPPLEMENTARY PAYMENT,8,,Yes,,"84, 58","Tribunal Judge, Tribunal Medical Member ",If Medical member 'Yes'
093SP,93,INFECTED BLOOD COMPENSATION,SP,SUPPLEMENTARY PAYMENT,8,Yes,Yes,,"84, 50, 58","Tribunal Judge, Tribunal Member Financially Qualified, Tribunal Medical Member ",If FQPM 'Yes' and If Medical member 'Yes' 
093SD,93,INFECTED BLOOD COMPENSATION,SD,STAYED CASES,8,,,,84,Tribunal Judge,
093SD,93,INFECTED BLOOD COMPENSATION,SD,STAYED CASES,8,Yes,,,"84, 50","Tribunal Judge, Tribunal Member Financially Qualified",If FQPM 'Yes'
093SD,93,INFECTED BLOOD COMPENSATION,SD,STAYED CASES,8,,Yes,,"84, 58","Tribunal Judge, Tribunal Medical Member ",If Medical member 'Yes'
093SD,93,INFECTED BLOOD COMPENSATION,SD,STAYED CASES,8,Yes,Yes,,"84, 50, 58","Tribunal Judge, Tribunal Member Financially Qualified, Tribunal Medical Member ",If FQPM 'Yes' and If Medical member 'Yes' 
015CE,15,GUARDIANS ALLOWANCE,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
015DD,15,GUARDIANS ALLOWANCE,DD,APPEAL DIRECTLY  LODGED,1,,,,84,Tribunal Judge,
015CC,15,GUARDIANS ALLOWANCE,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
015EC,15,GUARDIANS ALLOWANCE,EC,(ECHR) EUROPEAN COURT OF HUMAN RIGHTS,1,,,,84,Tribunal Judge,
015EX,15,GUARDIANS ALLOWANCE,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
015LE,15,GUARDIANS ALLOWANCE,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
015OI,15,GUARDIANS ALLOWANCE,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
015RA,15,GUARDIANS ALLOWANCE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
015RC,15,GUARDIANS ALLOWANCE,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
015DQ,15,GUARDIANS ALLOWANCE,DQ,DISABLEMENT QUESTION,1,,,,84,Tribunal Judge,
015FX,15,GUARDIANS ALLOWANCE,FX,FINANCIALLY COMPLEX,1,,,,84,Tribunal Judge,
030OI,30,CREDITS - APPROVED TRAINING,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
034OI,34,COEG,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
050OI,50,HRP,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
054VW,54,WORKING TAX CREDIT,VW,VERBAL WITHDRAWAL,1,,,,84,Tribunal Judge,
055OI,55,PENALTY PROCEEDINGS,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
057EC,57,TAX-FREE CHILDCARE SCHEME,EC,(ECHR) EUROPEAN COURT OF HUMAN RIGHTS,1,,,,84,Tribunal Judge,
057EX,57,TAX-FREE CHILDCARE SCHEME,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
057LE,57,TAX-FREE CHILDCARE SCHEME,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
057OI,57,TAX-FREE CHILDCARE SCHEME,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
057RA,57,TAX-FREE CHILDCARE SCHEME,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
057RC,57,TAX-FREE CHILDCARE SCHEME,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
057DQ,57,TAX-FREE CHILDCARE SCHEME,DQ,DISABLEMENT QUESTION,1,,,,84,Tribunal Judge,
057FX,57,TAX-FREE CHILDCARE SCHEME,FX,FINANCIALLY COMPLEX,1,,,,84,Tribunal Judge,
